Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 10 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 21.00%, Loss: 1.978855, Test Acc: 34.37%
Run 1 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 49.50%, Loss: 1.502485, Test Acc: 53.07%
Run 4 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 50.25%, Loss: 1.462646, Test Acc: 32.86%
Run 3 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 41.50%, Loss: 1.644413, Test Acc: 25.75%
Run 6 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 49.75%, Loss: 1.631584, Test Acc: 43.16%
Run 8 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 48.25%, Loss: 1.533237, Test Acc: 40.51%
Run 5 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 54.00%, Loss: 1.294414, Test Acc: 43.74%
Run 9 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 52.60%, Loss: 1.430438, Test Acc: 66.80%
Run 10 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 63.80%, Loss: 1.092622, Test Acc: 42.48%
Run 1 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 60.00%, Loss: 1.189877, Test Acc: 53.45%
Run 2 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 56.60%, Loss: 1.253439, Test Acc: 55.16%
Run 7 -> Epoch [4/10], LP:500, UP:59505, Train Acc: 58.00%, Loss: 1.224493, Test Acc: 33.19%
Run 4 -> Epoch [4/10], LP:500, UP:59506, Train Acc: 62.80%, Loss: 1.063562, Test Acc: 61.12%
Run 6 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 57.20%, Loss: 1.200353, Test Acc: 42.22%
Run 3 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 52.60%, Loss: 1.373846, Test Acc: 44.61%
Run 8 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 56.00%, Loss: 1.224148, Test Acc: 52.36%
Run 5 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 62.60%, Loss: 1.113983, Test Acc: 26.39%
Run 10 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 72.50%, Loss: 0.845948, Test Acc: 69.71%
Run 9 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 65.00%, Loss: 1.015396, Test Acc: 71.22%
Run 2 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 71.67%, Loss: 0.869060, Test Acc: 71.97%
Run 1 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 72.67%, Loss: 0.848955, Test Acc: 71.69%
Run 7 -> Epoch [5/10], LP:600, UP:59405, Train Acc: 67.33%, Loss: 0.878509, Test Acc: 82.36%
Run 4 -> Epoch [5/10], LP:600, UP:59407, Train Acc: 70.33%, Loss: 0.847695, Test Acc: 53.39%
Run 6 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 68.83%, Loss: 0.878575, Test Acc: 68.82%
Run 8 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 69.83%, Loss: 0.806821, Test Acc: 73.62%
Run 3 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 68.67%, Loss: 0.880191, Test Acc: 58.96%
Run 5 -> Epoch [5/10], LP:600, UP:59400, Train Acc: 72.17%, Loss: 0.787055, Test Acc: 52.89%
Run 10 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 77.00%, Loss: 0.713518, Test Acc: 82.04%
Run 9 -> Epoch [6/10], LP:700, UP:59305, Train Acc: 74.14%, Loss: 0.712526, Test Acc: 83.25%
Run 2 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 80.86%, Loss: 0.592830, Test Acc: 78.11%
Run 1 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 79.29%, Loss: 0.641975, Test Acc: 71.91%
Run 7 -> Epoch [6/10], LP:700, UP:59305, Train Acc: 79.57%, Loss: 0.583254, Test Acc: 74.78%
Run 4 -> Epoch [6/10], LP:700, UP:59308, Train Acc: 78.14%, Loss: 0.686391, Test Acc: 85.28%
Run 6 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 72.43%, Loss: 0.785217, Test Acc: 73.54%
Run 8 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 79.43%, Loss: 0.644059, Test Acc: 73.00%
Run 3 -> Epoch [6/10], LP:700, UP:59305, Train Acc: 75.43%, Loss: 0.719391, Test Acc: 73.76%
Run 5 -> Epoch [6/10], LP:700, UP:59300, Train Acc: 78.57%, Loss: 0.634017, Test Acc: 84.52%
Run 10 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 83.75%, Loss: 0.532247, Test Acc: 83.07%
Run 1 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 79.25%, Loss: 0.652890, Test Acc: 79.83%
Run 9 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 84.75%, Loss: 0.506898, Test Acc: 87.84%
Run 2 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 84.12%, Loss: 0.499187, Test Acc: 83.92%
Run 7 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 83.25%, Loss: 0.514775, Test Acc: 74.77%
Run 4 -> Epoch [7/10], LP:800, UP:59209, Train Acc: 81.38%, Loss: 0.554762, Test Acc: 87.04%
Run 6 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 80.25%, Loss: 0.578819, Test Acc: 84.22%
Run 3 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 80.25%, Loss: 0.599307, Test Acc: 84.42%
Run 8 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 84.62%, Loss: 0.496952, Test Acc: 84.43%
Run 5 -> Epoch [7/10], LP:800, UP:59201, Train Acc: 85.75%, Loss: 0.466480, Test Acc: 76.00%
Run 10 -> Epoch [8/10], LP:900, UP:59107, Train Acc: 82.33%, Loss: 0.524599, Test Acc: 81.81%
Run 9 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 84.11%, Loss: 0.451006, Test Acc: 74.21%
Run 1 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 84.67%, Loss: 0.455674, Test Acc: 79.37%
Run 2 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 84.22%, Loss: 0.561709, Test Acc: 85.14%
Run 7 -> Epoch [8/10], LP:900, UP:59107, Train Acc: 84.56%, Loss: 0.455955, Test Acc: 84.39%
Run 4 -> Epoch [8/10], LP:900, UP:59110, Train Acc: 84.78%, Loss: 0.582039, Test Acc: 78.00%
Run 6 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 82.67%, Loss: 0.562544, Test Acc: 71.62%
Run 3 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 85.44%, Loss: 0.459240, Test Acc: 73.05%
Run 8 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 83.56%, Loss: 0.436983, Test Acc: 75.64%
Run 5 -> Epoch [8/10], LP:900, UP:59102, Train Acc: 85.56%, Loss: 0.476239, Test Acc: 78.49%
Run 10 -> Epoch [9/10], LP:1000, UP:59008, Train Acc: 86.50%, Loss: 0.440336, Test Acc: 81.82%
Run 9 -> Epoch [9/10], LP:1000, UP:59007, Train Acc: 83.60%, Loss: 0.529974, Test Acc: 87.39%
Run 2 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 78.40%, Loss: 0.710579, Test Acc: 79.98%
Run 1 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 83.70%, Loss: 0.494285, Test Acc: 84.97%
Run 7 -> Epoch [9/10], LP:1000, UP:59009, Train Acc: 82.50%, Loss: 0.518819, Test Acc: 81.87%
Run 4 -> Epoch [9/10], LP:1000, UP:59013, Train Acc: 82.50%, Loss: 0.565679, Test Acc: 66.43%
Run 6 -> Epoch [9/10], LP:1000, UP:59011, Train Acc: 81.70%, Loss: 0.577852, Test Acc: 73.48%
Run 3 -> Epoch [9/10], LP:1000, UP:59009, Train Acc: 82.80%, Loss: 0.576497, Test Acc: 85.90%
Run 8 -> Epoch [9/10], LP:1000, UP:59008, Train Acc: 85.80%, Loss: 0.414624, Test Acc: 85.47%
Run 5 -> Epoch [9/10], LP:1000, UP:59002, Train Acc: 85.10%, Loss: 0.491399, Test Acc: 87.92%
Run 10 -> Epoch [10/10], LP:1100, UP:58911, Train Acc: 86.36%, Loss: 0.442520, Test Acc: 90.22%
Run 9 -> Epoch [10/10], LP:1100, UP:58909, Train Acc: 88.09%, Loss: 0.380286, Test Acc: 87.62%
Run 2 -> Epoch [10/10], LP:1100, UP:58909, Train Acc: 87.55%, Loss: 0.438234, Test Acc: 86.81%
Run 1 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 88.18%, Loss: 0.412886, Test Acc: 89.65%
Run 7 -> Epoch [10/10], LP:1100, UP:58911, Train Acc: 86.73%, Loss: 0.399434, Test Acc: 84.77%
Run 4 -> Epoch [10/10], LP:1100, UP:58913, Train Acc: 86.45%, Loss: 0.412371, Test Acc: 85.25%
Run 6 -> Epoch [10/10], LP:1100, UP:58912, Train Acc: 88.55%, Loss: 0.390717, Test Acc: 77.15%
Run 3 -> Epoch [10/10], LP:1100, UP:58913, Train Acc: 88.09%, Loss: 0.358700, Test Acc: 83.96%
Run 8 -> Epoch [10/10], LP:1100, UP:58912, Train Acc: 85.45%, Loss: 0.446054, Test Acc: 85.70%
Run 5 -> Epoch [10/10], LP:1100, UP:58904, Train Acc: 88.55%, Loss: 0.366849, Test Acc: 85.70%
All runs completed.
random_autocontrast_affine_equalize
Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 3 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 37.50%, Loss: 1.607962, Test Acc: 36.24%
Run 5 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 32.00%, Loss: 1.833381, Test Acc: 37.78%
Run 9 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 30.00%, Loss: 1.797635, Test Acc: 24.35%
Run 4 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 40.00%, Loss: 1.629168, Test Acc: 33.07%
Run 1 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 33.00%, Loss: 1.945570, Test Acc: 15.36%
Run 7 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 27.00%, Loss: 2.057103, Test Acc: 28.70%
Run 2 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 24.00%, Loss: 1.987664, Test Acc: 35.97%
Run 6 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 33.50%, Loss: 1.818350, Test Acc: 26.68%
Run 10 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 35.50%, Loss: 1.979557, Test Acc: 31.78%
Run 8 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 39.00%, Loss: 1.691286, Test Acc: 15.67%
Run 3 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 73.00%, Loss: 0.828088, Test Acc: 61.43%
Run 1 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 70.00%, Loss: 0.984240, Test Acc: 49.98%
Run 9 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 73.67%, Loss: 0.938496, Test Acc: 46.22%
Run 10 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 72.00%, Loss: 0.838674, Test Acc: 48.90%
Run 4 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 75.00%, Loss: 0.752653, Test Acc: 52.15%
Run 7 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 68.33%, Loss: 0.932203, Test Acc: 56.76%
Run 5 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 71.67%, Loss: 0.855269, Test Acc: 46.55%
Run 2 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 66.67%, Loss: 1.017688, Test Acc: 46.04%
Run 6 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 70.67%, Loss: 0.842611, Test Acc: 65.16%
Run 8 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 73.67%, Loss: 0.743073, Test Acc: 58.13%
Run 1 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 85.25%, Loss: 0.472540, Test Acc: 81.87%
Run 3 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 79.25%, Loss: 0.633464, Test Acc: 62.98%
Run 9 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 86.50%, Loss: 0.431280, Test Acc: 57.13%
Run 7 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 79.00%, Loss: 0.621308, Test Acc: 56.88%
Run 4 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 83.25%, Loss: 0.470108, Test Acc: 63.22%
Run 10 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 84.50%, Loss: 0.451418, Test Acc: 77.24%
Run 5 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 81.25%, Loss: 0.551157, Test Acc: 68.69%
Run 6 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 82.00%, Loss: 0.502241, Test Acc: 54.00%
Run 8 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 82.50%, Loss: 0.571162, Test Acc: 59.18%
Run 2 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 80.50%, Loss: 0.638373, Test Acc: 57.44%
Run 3 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 84.60%, Loss: 0.479200, Test Acc: 79.86%
Run 1 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 89.00%, Loss: 0.333929, Test Acc: 67.60%
Run 7 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 85.60%, Loss: 0.412383, Test Acc: 80.57%
Run 9 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 88.00%, Loss: 0.400337, Test Acc: 78.46%
Run 4 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 88.60%, Loss: 0.350491, Test Acc: 87.15%
Run 10 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 86.20%, Loss: 0.425021, Test Acc: 74.19%
Run 5 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 85.20%, Loss: 0.444306, Test Acc: 78.48%
Run 6 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 82.80%, Loss: 0.459050, Test Acc: 68.64%
Run 8 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 83.80%, Loss: 0.499131, Test Acc: 85.62%
Run 2 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 83.00%, Loss: 0.533454, Test Acc: 71.59%
Run 1 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 89.50%, Loss: 0.332971, Test Acc: 83.17%
Run 3 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 91.50%, Loss: 0.281448, Test Acc: 89.28%
Run 7 -> Epoch [5/10], LP:600, UP:59404, Train Acc: 91.33%, Loss: 0.255340, Test Acc: 88.57%
Run 9 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 92.50%, Loss: 0.254404, Test Acc: 83.12%
Run 4 -> Epoch [5/10], LP:600, UP:59405, Train Acc: 88.50%, Loss: 0.321204, Test Acc: 82.32%
Run 10 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 92.50%, Loss: 0.252786, Test Acc: 83.34%
Run 5 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 89.67%, Loss: 0.395550, Test Acc: 75.01%
Run 6 -> Epoch [5/10], LP:600, UP:59400, Train Acc: 88.67%, Loss: 0.320771, Test Acc: 83.57%
Run 8 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 90.17%, Loss: 0.305476, Test Acc: 77.99%
Run 2 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 86.83%, Loss: 0.417812, Test Acc: 84.42%
Run 3 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 91.86%, Loss: 0.255118, Test Acc: 87.58%
Run 1 -> Epoch [6/10], LP:700, UP:59301, Train Acc: 92.57%, Loss: 0.253602, Test Acc: 88.63%
Run 9 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 92.86%, Loss: 0.225514, Test Acc: 83.79%
Run 7 -> Epoch [6/10], LP:700, UP:59305, Train Acc: 94.29%, Loss: 0.179981, Test Acc: 91.35%
Run 4 -> Epoch [6/10], LP:700, UP:59305, Train Acc: 90.00%, Loss: 0.301467, Test Acc: 84.04%
Run 10 -> Epoch [6/10], LP:700, UP:59301, Train Acc: 90.43%, Loss: 0.306235, Test Acc: 85.41%
Run 5 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 87.00%, Loss: 0.390400, Test Acc: 87.10%
Run 6 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 90.86%, Loss: 0.285020, Test Acc: 88.74%
Run 8 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 91.29%, Loss: 0.303869, Test Acc: 85.39%
Run 2 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 90.71%, Loss: 0.260379, Test Acc: 86.81%
Run 1 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 91.75%, Loss: 0.246889, Test Acc: 91.88%
Run 3 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 94.88%, Loss: 0.165505, Test Acc: 87.97%
Run 9 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 91.12%, Loss: 0.247807, Test Acc: 88.76%
Run 7 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 93.75%, Loss: 0.195848, Test Acc: 90.63%
Run 4 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 90.75%, Loss: 0.268159, Test Acc: 92.06%
Run 10 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 93.38%, Loss: 0.203392, Test Acc: 90.94%
Run 5 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 91.88%, Loss: 0.249128, Test Acc: 88.36%
Run 6 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 92.25%, Loss: 0.244025, Test Acc: 88.92%
Run 8 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 91.62%, Loss: 0.255318, Test Acc: 89.59%
Run 2 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 92.12%, Loss: 0.234958, Test Acc: 91.50%
Run 3 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 93.11%, Loss: 0.220830, Test Acc: 89.04%
Run 1 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 93.67%, Loss: 0.290848, Test Acc: 88.71%
Run 9 -> Epoch [8/10], LP:900, UP:59103, Train Acc: 90.89%, Loss: 0.353018, Test Acc: 90.31%
Run 7 -> Epoch [8/10], LP:900, UP:59109, Train Acc: 92.89%, Loss: 0.432915, Test Acc: 90.00%
Run 4 -> Epoch [8/10], LP:900, UP:59108, Train Acc: 93.22%, Loss: 0.185827, Test Acc: 92.32%
Run 10 -> Epoch [8/10], LP:900, UP:59107, Train Acc: 92.89%, Loss: 0.257122, Test Acc: 89.57%
Run 5 -> Epoch [8/10], LP:900, UP:59103, Train Acc: 92.78%, Loss: 0.196749, Test Acc: 89.53%
Run 6 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 94.22%, Loss: 0.183291, Test Acc: 91.38%
Run 8 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 94.44%, Loss: 0.173399, Test Acc: 90.98%
Run 2 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 93.56%, Loss: 0.302871, Test Acc: 84.84%
Run 3 -> Epoch [9/10], LP:1000, UP:59008, Train Acc: 90.90%, Loss: 0.288168, Test Acc: 78.14%
Run 1 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 90.50%, Loss: 0.265335, Test Acc: 87.67%
Run 9 -> Epoch [9/10], LP:1000, UP:59003, Train Acc: 88.70%, Loss: 0.343270, Test Acc: 86.15%
Run 7 -> Epoch [9/10], LP:1000, UP:59010, Train Acc: 85.20%, Loss: 0.542552, Test Acc: 71.27%
Run 4 -> Epoch [9/10], LP:1000, UP:59009, Train Acc: 95.70%, Loss: 0.145045, Test Acc: 90.38%
Run 10 -> Epoch [9/10], LP:1000, UP:59008, Train Acc: 91.90%, Loss: 0.297321, Test Acc: 89.00%
Run 6 -> Epoch [9/10], LP:1000, UP:59007, Train Acc: 93.30%, Loss: 0.248604, Test Acc: 90.98%
Run 5 -> Epoch [9/10], LP:1000, UP:59004, Train Acc: 94.60%, Loss: 0.165254, Test Acc: 90.85%
Run 8 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 92.80%, Loss: 0.204266, Test Acc: 91.34%
Run 2 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 88.80%, Loss: 0.341745, Test Acc: 88.02%
Run 3 -> Epoch [10/10], LP:1100, UP:58908, Train Acc: 91.36%, Loss: 0.278032, Test Acc: 90.17%
Run 1 -> Epoch [10/10], LP:1100, UP:58908, Train Acc: 94.55%, Loss: 0.148763, Test Acc: 88.90%
Run 9 -> Epoch [10/10], LP:1100, UP:58904, Train Acc: 94.09%, Loss: 0.196575, Test Acc: 92.48%
Run 7 -> Epoch [10/10], LP:1100, UP:58910, Train Acc: 90.91%, Loss: 0.296301, Test Acc: 85.01%
Run 4 -> Epoch [10/10], LP:1100, UP:58912, Train Acc: 95.55%, Loss: 0.142800, Test Acc: 90.20%
Run 10 -> Epoch [10/10], LP:1100, UP:58909, Train Acc: 93.36%, Loss: 0.207857, Test Acc: 92.43%
Run 5 -> Epoch [10/10], LP:1100, UP:58906, Train Acc: 95.82%, Loss: 0.147594, Test Acc: 90.21%
Run 6 -> Epoch [10/10], LP:1100, UP:58909, Train Acc: 94.73%, Loss: 0.155817, Test Acc: 92.64%
Run 8 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 93.73%, Loss: 0.183727, Test Acc: 92.83%
Run 2 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 92.64%, Loss: 0.247543, Test Acc: 92.66%
All runs completed.
random_rotation_shear_saturation
Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 8 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 27.50%, Loss: 2.058712, Test Acc: 21.84%
Run 5 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 28.00%, Loss: 2.063672, Test Acc: 30.61%
Run 10 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 23.00%, Loss: 2.062678, Test Acc: 44.50%
Run 7 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 36.00%, Loss: 1.695778, Test Acc: 41.97%
Run 3 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 28.00%, Loss: 1.950037, Test Acc: 49.21%
Run 9 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 33.00%, Loss: 1.883652, Test Acc: 38.81%
Run 4 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 38.00%, Loss: 1.821566, Test Acc: 25.87%
Run 1 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 30.00%, Loss: 1.783500, Test Acc: 25.67%
Run 2 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 29.50%, Loss: 2.039747, Test Acc: 36.09%
Run 6 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 26.00%, Loss: 1.937562, Test Acc: 18.23%
Run 7 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 70.33%, Loss: 0.890989, Test Acc: 58.14%
Run 5 -> Epoch [2/10], LP:300, UP:59702, Train Acc: 62.33%, Loss: 1.077403, Test Acc: 39.00%
Run 2 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 58.67%, Loss: 1.132851, Test Acc: 67.85%
Run 3 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 66.00%, Loss: 0.973666, Test Acc: 48.05%
Run 8 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 64.33%, Loss: 1.065311, Test Acc: 42.95%
Run 10 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 64.67%, Loss: 0.957200, Test Acc: 57.69%
Run 6 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 68.00%, Loss: 0.976894, Test Acc: 64.87%
Run 4 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 68.33%, Loss: 1.003229, Test Acc: 51.38%
Run 1 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 68.67%, Loss: 0.926089, Test Acc: 57.65%
Run 9 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 66.33%, Loss: 0.973305, Test Acc: 63.29%
Run 7 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 81.25%, Loss: 0.555606, Test Acc: 72.22%
Run 5 -> Epoch [3/10], LP:400, UP:59603, Train Acc: 84.00%, Loss: 0.519948, Test Acc: 62.61%
Run 3 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 82.50%, Loss: 0.524191, Test Acc: 79.15%
Run 2 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 77.50%, Loss: 0.689892, Test Acc: 61.38%
Run 8 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 80.75%, Loss: 0.509404, Test Acc: 60.41%
Run 10 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 84.25%, Loss: 0.448022, Test Acc: 74.69%
Run 1 -> Epoch [3/10], LP:400, UP:59603, Train Acc: 84.25%, Loss: 0.468245, Test Acc: 79.03%
Run 6 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 84.50%, Loss: 0.508331, Test Acc: 78.94%
Run 4 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 82.50%, Loss: 0.520513, Test Acc: 71.35%
Run 9 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 81.75%, Loss: 0.482808, Test Acc: 77.36%
Run 7 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 86.20%, Loss: 0.385855, Test Acc: 70.70%
Run 5 -> Epoch [4/10], LP:500, UP:59504, Train Acc: 86.20%, Loss: 0.382576, Test Acc: 79.16%
Run 3 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 87.20%, Loss: 0.423450, Test Acc: 73.77%
Run 2 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 82.60%, Loss: 0.501634, Test Acc: 79.00%
Run 8 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 85.20%, Loss: 0.416157, Test Acc: 82.14%
Run 10 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 86.20%, Loss: 0.430570, Test Acc: 80.65%
Run 1 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 87.80%, Loss: 0.422562, Test Acc: 81.66%
Run 6 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 88.20%, Loss: 0.358923, Test Acc: 84.50%
Run 4 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 85.00%, Loss: 0.462544, Test Acc: 80.00%
Run 9 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 91.00%, Loss: 0.258520, Test Acc: 81.85%
Run 7 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 91.33%, Loss: 0.249221, Test Acc: 83.50%
Run 5 -> Epoch [5/10], LP:600, UP:59406, Train Acc: 91.00%, Loss: 0.286072, Test Acc: 83.95%
Run 3 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 92.33%, Loss: 0.256106, Test Acc: 89.72%
Run 2 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 88.83%, Loss: 0.319302, Test Acc: 83.18%
Run 8 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 92.33%, Loss: 0.249020, Test Acc: 86.71%
Run 10 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 91.17%, Loss: 0.308098, Test Acc: 82.56%
Run 4 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 90.83%, Loss: 0.293399, Test Acc: 87.11%
Run 1 -> Epoch [5/10], LP:600, UP:59405, Train Acc: 91.83%, Loss: 0.260030, Test Acc: 86.67%
Run 6 -> Epoch [5/10], LP:600, UP:59400, Train Acc: 88.83%, Loss: 0.344350, Test Acc: 84.42%
