[GaussianBlur(kernel_size=(3, 3), sigma=(0.1, 2.0)), ColorJitter(brightness=(0.7, 1.3), contrast=None, saturation=None, hue=None), Grayscale(num_output_channels=3), ToTensor(), Normalize(mean=(0.1307,), std=(0.3081,))]
Compose(
    GaussianBlur(kernel_size=(3, 3), sigma=(0.1, 2.0))
    ColorJitter(brightness=(0.7, 1.3), contrast=None, saturation=None, hue=None)
    Grayscale(num_output_channels=3)
    ToTensor()
    Normalize(mean=(0.1307,), std=(0.3081,))
)
Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 4 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 36.00%, Loss: 1.722393, Test Acc: 28.01%
Run 1 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 21.50%, Loss: 2.284837, Test Acc: 18.46%
Run 9 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 23.00%, Loss: 2.280450, Test Acc: 22.33%
Run 2 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 22.00%, Loss: 2.320200, Test Acc: 10.99%
Run 3 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 21.00%, Loss: 2.351548, Test Acc: 16.12%
Run 6 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 31.33%, Loss: 2.063750, Test Acc: 34.18%
Run 4 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 31.33%, Loss: 2.039075, Test Acc: 41.89%
Run 10 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 29.67%, Loss: 2.158046, Test Acc: 22.44%
Run 2 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 33.67%, Loss: 2.051649, Test Acc: 16.53%
Run 7 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 24.33%, Loss: 2.201872, Test Acc: 31.60%
Run 1 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 30.33%, Loss: 2.196920, Test Acc: 24.93%
Run 3 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 29.67%, Loss: 2.139283, Test Acc: 32.71%
Run 5 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 30.33%, Loss: 2.163728, Test Acc: 28.50%
Run 9 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 35.00%, Loss: 1.966576, Test Acc: 34.16%
Run 8 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 28.67%, Loss: 2.159583, Test Acc: 28.21%
Run 6 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 48.25%, Loss: 1.548735, Test Acc: 54.28%
Run 10 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 45.00%, Loss: 1.633708, Test Acc: 52.91%
Run 4 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 50.25%, Loss: 1.529133, Test Acc: 48.29%
Run 2 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 47.50%, Loss: 1.590706, Test Acc: 59.98%
Run 1 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 43.00%, Loss: 1.668774, Test Acc: 33.79%
Run 7 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 41.00%, Loss: 1.694443, Test Acc: 39.77%
Run 3 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 44.00%, Loss: 1.711008, Test Acc: 44.61%
Run 5 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 44.75%, Loss: 1.625163, Test Acc: 22.17%
Run 8 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 40.75%, Loss: 1.697223, Test Acc: 41.21%
Run 9 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 47.25%, Loss: 1.562026, Test Acc: 44.69%
Run 10 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 58.20%, Loss: 1.228839, Test Acc: 51.43%
Run 6 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 55.40%, Loss: 1.350093, Test Acc: 62.63%
Run 4 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 58.80%, Loss: 1.118870, Test Acc: 62.55%
Run 2 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 57.80%, Loss: 1.214747, Test Acc: 74.54%
Run 3 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 59.60%, Loss: 1.209571, Test Acc: 64.09%
Run 7 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 57.20%, Loss: 1.268867, Test Acc: 55.29%
Run 1 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 56.00%, Loss: 1.273125, Test Acc: 59.12%
Run 5 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 57.40%, Loss: 1.238230, Test Acc: 50.96%
Run 8 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 56.40%, Loss: 1.291686, Test Acc: 39.40%
Run 9 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 58.40%, Loss: 1.127138, Test Acc: 51.31%
Run 6 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 65.67%, Loss: 0.944384, Test Acc: 55.23%
Run 10 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 69.67%, Loss: 0.897765, Test Acc: 63.73%
Run 2 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 73.33%, Loss: 0.776158, Test Acc: 77.03%
Run 4 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 73.17%, Loss: 0.749722, Test Acc: 66.31%
Run 7 -> Epoch [5/10], LP:600, UP:59406, Train Acc: 69.83%, Loss: 0.855563, Test Acc: 72.39%
Run 3 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 68.83%, Loss: 0.957709, Test Acc: 68.33%
Run 1 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 68.50%, Loss: 0.867233, Test Acc: 71.06%
Run 5 -> Epoch [5/10], LP:600, UP:59404, Train Acc: 69.50%, Loss: 0.906182, Test Acc: 68.34%
Run 9 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 68.83%, Loss: 0.846565, Test Acc: 54.66%
Run 8 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 70.50%, Loss: 0.844610, Test Acc: 70.28%
Run 6 -> Epoch [6/10], LP:700, UP:59305, Train Acc: 79.14%, Loss: 0.624013, Test Acc: 80.91%
Run 10 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 78.14%, Loss: 0.655302, Test Acc: 79.20%
Run 4 -> Epoch [6/10], LP:700, UP:59301, Train Acc: 78.86%, Loss: 0.603367, Test Acc: 80.34%
Run 2 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 79.57%, Loss: 0.609440, Test Acc: 79.19%
Run 7 -> Epoch [6/10], LP:700, UP:59307, Train Acc: 78.71%, Loss: 0.653919, Test Acc: 80.50%
Run 3 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 77.29%, Loss: 0.683922, Test Acc: 74.06%
Run 1 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 79.43%, Loss: 0.600153, Test Acc: 81.23%
Run 5 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 76.29%, Loss: 0.692779, Test Acc: 85.23%
Run 9 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 76.71%, Loss: 0.698196, Test Acc: 73.38%
Run 8 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 76.43%, Loss: 0.664854, Test Acc: 57.89%
Run 6 -> Epoch [7/10], LP:800, UP:59208, Train Acc: 81.75%, Loss: 0.543230, Test Acc: 78.68%
Run 10 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 82.62%, Loss: 0.546524, Test Acc: 85.02%
Run 4 -> Epoch [7/10], LP:800, UP:59202, Train Acc: 81.25%, Loss: 0.572736, Test Acc: 44.69%
Run 2 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 81.88%, Loss: 0.559468, Test Acc: 73.35%
Run 7 -> Epoch [7/10], LP:800, UP:59208, Train Acc: 83.62%, Loss: 0.498978, Test Acc: 86.48%
Run 3 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 85.12%, Loss: 0.462193, Test Acc: 83.82%
Run 1 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 82.25%, Loss: 0.544210, Test Acc: 80.45%
Run 5 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 85.38%, Loss: 0.484056, Test Acc: 88.10%
Run 9 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 85.00%, Loss: 0.479841, Test Acc: 84.38%
Run 8 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 79.75%, Loss: 0.600899, Test Acc: 73.55%
Run 6 -> Epoch [8/10], LP:900, UP:59111, Train Acc: 84.00%, Loss: 0.475873, Test Acc: 87.18%
Run 10 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 83.89%, Loss: 0.504656, Test Acc: 79.63%
Run 2 -> Epoch [8/10], LP:900, UP:59107, Train Acc: 86.89%, Loss: 0.614144, Test Acc: 73.84%
Run 4 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 81.78%, Loss: 0.673704, Test Acc: 83.27%
Run 7 -> Epoch [8/10], LP:900, UP:59111, Train Acc: 87.56%, Loss: 0.491668, Test Acc: 70.42%
Run 1 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 86.44%, Loss: 0.466925, Test Acc: 82.12%
Run 3 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 85.67%, Loss: 0.546713, Test Acc: 87.03%
Run 5 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 85.11%, Loss: 0.525529, Test Acc: 71.59%
Run 9 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 86.11%, Loss: 0.460541, Test Acc: 77.88%
Run 8 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 82.11%, Loss: 0.562132, Test Acc: 83.76%
Run 6 -> Epoch [9/10], LP:1000, UP:59012, Train Acc: 84.40%, Loss: 0.500090, Test Acc: 86.04%
Run 10 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 84.70%, Loss: 0.492876, Test Acc: 64.92%
Run 2 -> Epoch [9/10], LP:1000, UP:59008, Train Acc: 79.70%, Loss: 0.646607, Test Acc: 74.53%
Run 4 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 79.20%, Loss: 0.678539, Test Acc: 82.95%
Run 7 -> Epoch [9/10], LP:1000, UP:59012, Train Acc: 82.80%, Loss: 0.550033, Test Acc: 83.63%
Run 1 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 82.10%, Loss: 0.562894, Test Acc: 77.70%
Run 3 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 83.10%, Loss: 0.518644, Test Acc: 85.80%
Run 5 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 82.20%, Loss: 0.501715, Test Acc: 86.62%
Run 9 -> Epoch [9/10], LP:1000, UP:59008, Train Acc: 79.40%, Loss: 0.615725, Test Acc: 81.48%
Run 8 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 82.80%, Loss: 0.530669, Test Acc: 88.15%
Run 10 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 87.27%, Loss: 0.403810, Test Acc: 84.91%
Run 6 -> Epoch [10/10], LP:1100, UP:58914, Train Acc: 85.55%, Loss: 0.433832, Test Acc: 82.93%
Run 2 -> Epoch [10/10], LP:1100, UP:58910, Train Acc: 86.64%, Loss: 0.369263, Test Acc: 92.89%
Run 4 -> Epoch [10/10], LP:1100, UP:58909, Train Acc: 86.91%, Loss: 0.416091, Test Acc: 93.19%
Run 7 -> Epoch [10/10], LP:1100, UP:58913, Train Acc: 86.45%, Loss: 0.441349, Test Acc: 64.41%
Run 1 -> Epoch [10/10], LP:1100, UP:58908, Train Acc: 87.36%, Loss: 0.376142, Test Acc: 76.31%
Run 3 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 89.00%, Loss: 0.362494, Test Acc: 89.98%
Run 5 -> Epoch [10/10], LP:1100, UP:58905, Train Acc: 89.91%, Loss: 0.308239, Test Acc: 90.88%
Run 9 -> Epoch [10/10], LP:1100, UP:58908, Train Acc: 87.73%, Loss: 0.392087, Test Acc: 77.89%
Run 8 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 89.82%, Loss: 0.360584, Test Acc: 88.47%
All runs completed.
brightness_colorjitter_random_affine
[ElasticTransform(alpha=[50.0, 50.0], sigma=[5.0, 5.0], interpolation=InterpolationMode.BILINEAR, fill=[0.0]), RandomInvert(p=0.2), RandomPosterize(bits=2,p=0.5), Grayscale(num_output_channels=3), ToTensor(), Normalize(mean=(0.1307,), std=(0.3081,))]
Compose(
    ElasticTransform(alpha=[50.0, 50.0], sigma=[5.0, 5.0], interpolation=InterpolationMode.BILINEAR, fill=[0.0])
    RandomInvert(p=0.2)
    RandomPosterize(bits=2,p=0.5)
    Grayscale(num_output_channels=3)
    ToTensor()
    Normalize(mean=(0.1307,), std=(0.3081,))
)
Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 2 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 26.00%, Loss: 2.054368, Test Acc: 13.38%
Run 7 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 23.50%, Loss: 2.256913, Test Acc: 12.40%
Run 5 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 27.50%, Loss: 2.110484, Test Acc: 23.74%
Run 6 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 24.50%, Loss: 2.012576, Test Acc: 25.97%
Run 3 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 26.50%, Loss: 2.256467, Test Acc: 12.58%
Run 1 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 25.50%, Loss: 2.128352, Test Acc: 11.55%
Run 10 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 22.50%, Loss: 2.142631, Test Acc: 19.88%
Run 8 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 24.50%, Loss: 2.278909, Test Acc: 12.58%
Run 4 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 22.50%, Loss: 2.197940, Test Acc: 19.59%
Run 9 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 20.50%, Loss: 2.136043, Test Acc: 13.61%
Run 3 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 51.33%, Loss: 1.614897, Test Acc: 49.10%
Run 7 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 54.33%, Loss: 1.488082, Test Acc: 41.23%
Run 2 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 49.33%, Loss: 1.517226, Test Acc: 45.95%
Run 6 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 57.00%, Loss: 1.292047, Test Acc: 45.29%
Run 4 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 55.00%, Loss: 1.415595, Test Acc: 41.67%
Run 8 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 53.00%, Loss: 1.352180, Test Acc: 59.19%
Run 5 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 55.67%, Loss: 1.360315, Test Acc: 41.86%
Run 10 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 55.00%, Loss: 1.369539, Test Acc: 38.88%
Run 1 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 49.00%, Loss: 1.606956, Test Acc: 40.58%
Run 9 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 48.67%, Loss: 1.515588, Test Acc: 19.74%
Run 7 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 67.00%, Loss: 0.934588, Test Acc: 63.90%
Run 6 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 71.00%, Loss: 0.953534, Test Acc: 52.21%
Run 2 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 66.25%, Loss: 1.057810, Test Acc: 51.62%
Run 3 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 62.50%, Loss: 1.174841, Test Acc: 62.40%
Run 4 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 65.50%, Loss: 1.074458, Test Acc: 67.78%
Run 8 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 66.50%, Loss: 1.108298, Test Acc: 78.45%
Run 10 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 61.75%, Loss: 1.169670, Test Acc: 64.41%
Run 1 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 65.00%, Loss: 1.057644, Test Acc: 55.13%
Run 5 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 68.50%, Loss: 0.950250, Test Acc: 76.12%
Run 9 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 60.00%, Loss: 1.248412, Test Acc: 57.09%
Run 6 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 75.20%, Loss: 0.809661, Test Acc: 75.04%
Run 3 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 69.60%, Loss: 0.863647, Test Acc: 68.79%
Run 2 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 74.40%, Loss: 0.798564, Test Acc: 68.68%
Run 7 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 74.20%, Loss: 0.824506, Test Acc: 78.04%
Run 4 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 68.80%, Loss: 0.898671, Test Acc: 57.38%
Run 8 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 66.00%, Loss: 0.978494, Test Acc: 64.61%
Run 1 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 69.80%, Loss: 0.885365, Test Acc: 74.32%
Run 9 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 69.00%, Loss: 0.900538, Test Acc: 72.59%
Run 5 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 75.40%, Loss: 0.802064, Test Acc: 54.65%
Run 10 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 72.20%, Loss: 0.818269, Test Acc: 80.03%
Run 3 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 77.83%, Loss: 0.669997, Test Acc: 85.80%
Run 2 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 81.17%, Loss: 0.574975, Test Acc: 72.63%
Run 6 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 79.67%, Loss: 0.602248, Test Acc: 84.60%
Run 7 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 77.50%, Loss: 0.645047, Test Acc: 88.22%
Run 4 -> Epoch [5/10], LP:600, UP:59404, Train Acc: 81.50%, Loss: 0.616540, Test Acc: 57.93%
Run 8 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 77.00%, Loss: 0.758624, Test Acc: 87.62%
Run 1 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 78.00%, Loss: 0.668530, Test Acc: 85.03%
Run 9 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 79.17%, Loss: 0.645131, Test Acc: 68.52%
Run 5 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 81.67%, Loss: 0.534030, Test Acc: 80.25%
Run 10 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 77.67%, Loss: 0.686943, Test Acc: 73.52%
Run 2 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 80.57%, Loss: 0.555395, Test Acc: 81.06%
Run 6 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 83.00%, Loss: 0.526361, Test Acc: 81.59%
Run 3 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 80.14%, Loss: 0.585255, Test Acc: 91.36%
Run 8 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 83.57%, Loss: 0.509636, Test Acc: 85.47%
Run 1 -> Epoch [6/10], LP:700, UP:59306, Train Acc: 78.14%, Loss: 0.652961, Test Acc: 80.75%
Run 9 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 82.00%, Loss: 0.543461, Test Acc: 87.09%
Run 7 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 84.00%, Loss: 0.497689, Test Acc: 83.01%
Run 4 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 83.14%, Loss: 0.503202, Test Acc: 88.90%
Run 5 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 84.29%, Loss: 0.498873, Test Acc: 85.17%
Run 10 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 82.71%, Loss: 0.553923, Test Acc: 83.07%
Run 2 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 83.50%, Loss: 0.529673, Test Acc: 91.93%
Run 6 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 87.38%, Loss: 0.397860, Test Acc: 91.56%
Run 1 -> Epoch [7/10], LP:800, UP:59207, Train Acc: 85.62%, Loss: 0.425643, Test Acc: 88.86%
Run 9 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 85.88%, Loss: 0.456084, Test Acc: 91.37%
Run 8 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 83.62%, Loss: 0.477778, Test Acc: 94.14%
Run 3 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 84.50%, Loss: 0.459415, Test Acc: 85.50%
Run 7 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 85.62%, Loss: 0.452813, Test Acc: 89.53%
Run 4 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 88.38%, Loss: 0.393559, Test Acc: 88.17%
Run 5 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 86.25%, Loss: 0.422096, Test Acc: 88.07%
Run 10 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 83.88%, Loss: 0.496042, Test Acc: 90.91%
Run 2 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 86.89%, Loss: 0.417755, Test Acc: 80.69%
Run 1 -> Epoch [8/10], LP:900, UP:59110, Train Acc: 87.67%, Loss: 0.562863, Test Acc: 92.03%
Run 6 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 87.33%, Loss: 0.366947, Test Acc: 91.98%
Run 9 -> Epoch [8/10], LP:900, UP:59103, Train Acc: 84.11%, Loss: 0.443835, Test Acc: 91.86%
Run 8 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 86.33%, Loss: 0.407829, Test Acc: 91.61%
Run 3 -> Epoch [8/10], LP:900, UP:59107, Train Acc: 84.56%, Loss: 0.426888, Test Acc: 91.44%
Run 4 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 84.78%, Loss: 0.518252, Test Acc: 83.20%
Run 7 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 86.11%, Loss: 0.456134, Test Acc: 92.43%
Run 5 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 87.89%, Loss: 0.318284, Test Acc: 83.89%
Run 10 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 88.89%, Loss: 0.345295, Test Acc: 92.44%
Run 2 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 84.00%, Loss: 0.463475, Test Acc: 91.59%
Run 1 -> Epoch [9/10], LP:1000, UP:59010, Train Acc: 85.10%, Loss: 0.463835, Test Acc: 93.00%
Run 6 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 90.10%, Loss: 0.336707, Test Acc: 94.89%
Run 9 -> Epoch [9/10], LP:1000, UP:59004, Train Acc: 85.20%, Loss: 0.430694, Test Acc: 91.18%
Run 8 -> Epoch [9/10], LP:1000, UP:59010, Train Acc: 87.10%, Loss: 0.398374, Test Acc: 87.36%
Run 3 -> Epoch [9/10], LP:1000, UP:59009, Train Acc: 86.40%, Loss: 0.441232, Test Acc: 89.72%
Run 4 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 83.60%, Loss: 0.496220, Test Acc: 89.71%
Run 7 -> Epoch [9/10], LP:1000, UP:59009, Train Acc: 88.40%, Loss: 0.367690, Test Acc: 91.35%
Run 5 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 90.90%, Loss: 0.268117, Test Acc: 95.27%
Run 10 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 87.30%, Loss: 0.386608, Test Acc: 83.73%
Run 2 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 88.18%, Loss: 0.421934, Test Acc: 91.15%
Run 1 -> Epoch [10/10], LP:1100, UP:58912, Train Acc: 89.36%, Loss: 0.316407, Test Acc: 95.62%
Run 8 -> Epoch [10/10], LP:1100, UP:58912, Train Acc: 87.91%, Loss: 0.352278, Test Acc: 90.48%
Run 9 -> Epoch [10/10], LP:1100, UP:58906, Train Acc: 87.91%, Loss: 0.395506, Test Acc: 93.59%
Run 6 -> Epoch [10/10], LP:1100, UP:58909, Train Acc: 90.09%, Loss: 0.303478, Test Acc: 95.60%
Run 3 -> Epoch [10/10], LP:1100, UP:58911, Train Acc: 89.27%, Loss: 0.348986, Test Acc: 91.72%
Run 4 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 87.82%, Loss: 0.412831, Test Acc: 94.65%
Run 7 -> Epoch [10/10], LP:1100, UP:58911, Train Acc: 88.82%, Loss: 0.358898, Test Acc: 92.08%
Run 5 -> Epoch [10/10], LP:1100, UP:58906, Train Acc: 92.55%, Loss: 0.211603, Test Acc: 95.29%
Run 10 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 89.45%, Loss: 0.356175, Test Acc: 88.60%
All runs completed.
elastic_transform_random_invert_random_posterize
[RandomSolarize(threshold=150,p=0.3), RandomAdjustSharpness(sharpness_factor=3,p=0.5), RandomRotation(degrees=[-10.0, 10.0], interpolation=nearest, expand=False, fill=0), Grayscale(num_output_channels=3), ToTensor(), Normalize(mean=(0.1307,), std=(0.3081,))]
Compose(
    RandomSolarize(threshold=150,p=0.3)
    RandomAdjustSharpness(sharpness_factor=3,p=0.5)
    RandomRotation(degrees=[-10.0, 10.0], interpolation=nearest, expand=False, fill=0)
    Grayscale(num_output_channels=3)
    ToTensor()
    Normalize(mean=(0.1307,), std=(0.3081,))
)
Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 8 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 25.50%, Loss: 1.932336, Test Acc: 30.85%
Run 7 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 23.00%, Loss: 2.040866, Test Acc: 14.82%
Run 9 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 26.00%, Loss: 2.137571, Test Acc: 13.89%
Run 2 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 26.50%, Loss: 1.982699, Test Acc: 31.86%
Run 5 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 24.50%, Loss: 2.080963, Test Acc: 28.61%
Run 1 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 32.00%, Loss: 2.006064, Test Acc: 38.66%
Run 6 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 27.50%, Loss: 2.013522, Test Acc: 43.35%
Run 10 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 23.50%, Loss: 2.156440, Test Acc: 34.89%
Run 4 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 26.00%, Loss: 1.906661, Test Acc: 17.53%
Run 3 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 26.00%, Loss: 2.078701, Test Acc: 21.19%
Run 4 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 53.67%, Loss: 1.443407, Test Acc: 64.44%
Run 5 -> Epoch [2/10], LP:300, UP:59703, Train Acc: 50.67%, Loss: 1.403398, Test Acc: 41.88%
Run 8 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 57.33%, Loss: 1.292268, Test Acc: 55.14%
Run 7 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 53.00%, Loss: 1.393309, Test Acc: 47.76%
Run 9 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 49.00%, Loss: 1.544794, Test Acc: 32.94%
Run 6 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 52.33%, Loss: 1.422092, Test Acc: 34.60%
Run 2 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 57.00%, Loss: 1.414882, Test Acc: 44.81%
